MM: DD: YYYY hh: mm: ss, Seconds, filename, calibration factor, output_value, lux, range, grams, mouseIn, tareCount, batteryLevel
10 / 22 / 2021 15: 57: 37, 173.18, scale053.txt, -4320.00, 0.00, 1.54, 193, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 38, 173.93, scale053.txt, -4320.00, 0.00, 1.41, 194, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 39, 174.68, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 39, 175.43, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 40, 176.18, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 41, 176.93, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 42, 177.68, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 42, 178.43, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 43, 179.18, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 44, 179.93, scale053.txt, -4320.00, 0.00, 1.60, 201, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 45, 180.68, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 45, 181.43, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 46, 182.18, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 5, 4.18
10 / 22 / 2021 15: 57: 47, 182.93, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 5, 4.19
10 / 22 / 2021 15: 57: 48, 183.79, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 48, 184.53, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.02, 1, 6, 4.18
10 / 22 / 2021 15: 57: 49, 185.28, scale053.txt, -4320.00, 0.00, 1.41, 195, 0.01, 1, 6, 4.18
10 / 22 / 2021 15: 57: 50, 186.04, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 51, 186.79, scale053.txt, -4320.00, 0.00, 1.47, 193, 0.01, 1, 6, 4.18
10 / 22 / 2021 15: 57: 51, 187.54, scale053.txt, -4320.00, 0.00, 1.54, 194, 0.04, 1, 6, 4.18
10 / 22 / 2021 15: 57: 52, 188.29, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 53, 189.04, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 54, 189.79, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.03, 1, 6, 4.18
10 / 22 / 2021 15: 57: 54, 190.54, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 55, 191.29, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 56, 192.04, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 57, 192.79, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 57, 193.54, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 58, 194.29, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 57: 59, 195.04, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 00, 195.79, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 00, 196.54, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 01, 197.29, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 02, 198.06, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 03, 198.81, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 03, 199.56, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 04, 200.31, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 05, 201.06, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.02, 1, 6, 4.18
10 / 22 / 2021 15: 58: 06, 201.82, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.02, 1, 6, 4.18
10 / 22 / 2021 15: 58: 06, 202.57, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.02, 1, 6, 4.18
10 / 22 / 2021 15: 58: 07, 203.32, scale053.txt, -4320.00, 0.00, 1.47, 195, 0.01, 1, 6, 4.18
10 / 22 / 2021 15: 58: 08, 204.07, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 09, 204.81, scale053.txt, -4320.00, 0.00, 1.54, 192, 0.01, 1, 6, 4.18
10 / 22 / 2021 15: 58: 09, 205.56, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 10, 206.32, scale053.txt, -4320.00, 0.00, 1.54, 193, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 11, 207.07, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.02, 1, 6, 4.18
10 / 22 / 2021 15: 58: 12, 207.82, scale053.txt, -4320.00, 0.00, 1.41, 190, 0.01, 1, 6, 4.18
10 / 22 / 2021 15: 58: 12, 208.57, scale053.txt, -4320.00, 0.00, 1.41, 189, 0.91, 1, 6, 4.18
10 / 22 / 2021 15: 58: 13, 209.32, scale053.txt, -4320.00, 0.00, 1.41, 189, 0.12, 1, 6, 4.18
10 / 22 / 2021 15: 58: 14, 210.07, scale053.txt, -4320.00, 0.00, 1.41, 184, 0.05, 1, 6, 4.18
10 / 22 / 2021 15: 58: 15, 210.82, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.01, 1, 6, 4.18
10 / 22 / 2021 15: 58: 15, 211.57, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 16, 212.32, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 17, 213.07, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 6, 4.18
10 / 22 / 2021 15: 58: 18, 213.92, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 19, 214.67, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.02, 1, 7, 4.18
10 / 22 / 2021 15: 58: 19, 215.42, scale053.txt, -4320.00, 0.00, 1.47, 191, 0.01, 1, 7, 4.18
10 / 22 / 2021 15: 58: 20, 216.17, scale053.txt, -4320.00, 0.00, 1.54, 194, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 21, 216.92, scale053.txt, -4320.00, 0.00, 1.54, 192, 0.01, 1, 7, 4.18
10 / 22 / 2021 15: 58: 22, 217.67, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.03, 1, 7, 4.18
10 / 22 / 2021 15: 58: 22, 218.42, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 23, 219.17, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.02, 1, 7, 4.18
10 / 22 / 2021 15: 58: 24, 219.92, scale053.txt, -4320.00, 0.00, 1.47, 191, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 25, 220.67, scale053.txt, -4320.00, 0.00, 1.47, 191, 0.02, 1, 7, 4.18
10 / 22 / 2021 15: 58: 25, 221.42, scale053.txt, -4320.00, 0.00, 1.41, 195, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 26, 222.17, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 27, 222.92, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 28, 223.67, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 28, 224.42, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 29, 225.17, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.01, 1, 7, 4.18
10 / 22 / 2021 15: 58: 30, 225.92, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 31, 226.67, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.01, 1, 7, 4.18
10 / 22 / 2021 15: 58: 31, 227.42, scale053.txt, -4320.00, 0.00, 1.47, 196, 0.07, 1, 7, 4.18
10 / 22 / 2021 15: 58: 32, 228.17, scale053.txt, -4320.00, 0.00, 1.47, 190, 0.05, 1, 7, 4.18
10 / 22 / 2021 15: 58: 33, 228.92, scale053.txt, -4320.00, 0.00, 1.54, 192, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 34, 229.67, scale053.txt, -4320.00, 0.00, 1.47, 196, 0.03, 1, 7, 4.18
10 / 22 / 2021 15: 58: 34, 230.42, scale053.txt, -4320.00, 0.00, 1.47, 193, 0.02, 1, 7, 4.18
10 / 22 / 2021 15: 58: 35, 231.17, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 36, 231.92, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.03, 1, 7, 4.18
10 / 22 / 2021 15: 58: 37, 232.67, scale053.txt, -4320.00, 0.00, 1.47, 199, 0.01, 1, 7, 4.18
10 / 22 / 2021 15: 58: 37, 233.42, scale053.txt, -4320.00, 0.00, 1.47, 189, 0.03, 1, 7, 4.18
10 / 22 / 2021 15: 58: 38, 234.17, scale053.txt, -4320.00, 0.00, 1.41, 194, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 39, 234.92, scale053.txt, -4320.00, 0.00, 1.34, 189, 0.58, 1, 7, 4.18
10 / 22 / 2021 15: 58: 40, 235.67, scale053.txt, -4320.00, 20.00, 1.41, 194, 1.38, 1, 7, 4.18
10 / 22 / 2021 15: 58: 40, 236.42, scale053.txt, -4320.00, 0.00, 1.47, 196, 0.04, 1, 7, 4.18
10 / 22 / 2021 15: 58: 41, 237.17, scale053.txt, -4320.00, 0.00, 1.54, 193, 0.05, 1, 7, 4.18
10 / 22 / 2021 15: 58: 42, 237.92, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.05, 1, 7, 4.18
10 / 22 / 2021 15: 58: 43, 238.67, scale053.txt, -4320.00, 0.00, 1.47, 195, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 43, 239.42, scale053.txt, -4320.00, 0.00, 1.28, 189, 0.71, 1, 7, 4.18
10 / 22 / 2021 15: 58: 44, 240.17, scale053.txt, -4320.00, 40.00, 1.34, 187, 2.03, 1, 7, 4.18
10 / 22 / 2021 15: 58: 45, 240.92, scale053.txt, -4320.00, 0.00, 1.47, 191, 0.01, 1, 7, 4.18
10 / 22 / 2021 15: 58: 46, 241.68, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.02, 1, 7, 4.18
10 / 22 / 2021 15: 58: 46, 242.44, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.01, 1, 7, 4.18
10 / 22 / 2021 15: 58: 47, 243.19, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 7, 4.18
10 / 22 / 2021 15: 58: 48, 244.04, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 58: 49, 244.79, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 58: 49, 245.54, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 58: 50, 246.29, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 58: 51, 247.04, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 58: 52, 247.79, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 58: 52, 248.54, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.09, 1, 8, 4.18
10 / 22 / 2021 15: 58: 53, 249.29, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.10, 1, 8, 4.18
10 / 22 / 2021 15: 58: 54, 250.04, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.04, 1, 8, 4.18
10 / 22 / 2021 15: 58: 55, 250.79, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.03, 1, 8, 4.18
10 / 22 / 2021 15: 58: 55, 251.55, scale053.txt, -4320.00, 0.00, 1.41, 195, 0.06, 1, 8, 4.18
10 / 22 / 2021 15: 58: 56, 252.30, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.07, 1, 8, 4.18
10 / 22 / 2021 15: 58: 57, 253.04, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.02, 1, 8, 4.18
10 / 22 / 2021 15: 58: 58, 253.79, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.06, 1, 8, 4.18
10 / 22 / 2021 15: 58: 58, 254.54, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.10, 1, 8, 4.18
10 / 22 / 2021 15: 58: 59, 255.30, scale053.txt, -4320.00, 0.00, 1.41, 187, 0.24, 1, 8, 4.18
10 / 22 / 2021 15: 59: 00, 256.05, scale053.txt, -4320.00, 286.00, 1.28, 169, 14.39, 1, 8, 4.18
10 / 22 / 2021 15: 59: 01, 256.80, scale053.txt, -4320.00, 266.00, 1.09, 167, 13.36, 1, 8, 4.18
10 / 22 / 2021 15: 59: 01, 257.55, scale053.txt, -4320.00, 245.00, 0.96, 137, 12.45, 1, 8, 4.18
10 / 22 / 2021 15: 59: 02, 258.30, scale053.txt, -4320.00, 184.00, 1.41, 182, 9.70, 1, 8, 4.18
10 / 22 / 2021 15: 59: 03, 259.05, scale053.txt, -4320.00, 368.00, 1.34, 159, 18.95, 1, 8, 4.18
10 / 22 / 2021 15: 59: 04, 259.80, scale053.txt, -4320.00, 389.00, 1.09, 151, 19.30, 1, 8, 4.18
10 / 22 / 2021 15: 59: 04, 260.55, scale053.txt, -4320.00, 409.00, 0.83, 126, 20.12, 1, 8, 4.18
10 / 22 / 2021 15: 59: 05, 261.30, scale053.txt, -4320.00, 327.00, 0.83, 134, 16.94, 1, 8, 4.18
10 / 22 / 2021 15: 59: 06, 262.05, scale053.txt, -4320.00, 368.00, 1.34, 161, 18.41, 1, 8, 4.18
10 / 22 / 2021 15: 59: 07, 262.80, scale053.txt, -4320.00, 204.00, 1.22, 157, 10.37, 1, 8, 4.18
10 / 22 / 2021 15: 59: 07, 263.55, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 08, 264.30, scale053.txt, -4320.00, 0.00, 1.47, 190, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 09, 265.05, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 10, 265.80, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 10, 266.55, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 11, 267.30, scale053.txt, -4320.00, 0.00, 1.47, 190, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 12, 268.05, scale053.txt, -4320.00, 0.00, 1.54, 193, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 13, 268.80, scale053.txt, -4320.00, 0.00, 1.47, 193, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 13, 269.55, scale053.txt, -4320.00, 0.00, 1.47, 193, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 14, 270.30, scale053.txt, -4320.00, 81.00, 1.41, 183, 4.32, 1, 8, 4.19
10 / 22 / 2021 15: 59: 15, 271.05, scale053.txt, -4320.00, 0.00, 1.41, 186, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 16, 271.81, scale053.txt, -4320.00, 0.00, 1.47, 188, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 16, 272.56, scale053.txt, -4320.00, 0.00, 1.54, 192, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 17, 273.31, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.00, 1, 8, 4.18
10 / 22 / 2021 15: 59: 18, 274.17, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 19, 274.92, scale053.txt, -4320.00, 0.00, 1.47, 193, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 20, 275.68, scale053.txt, -4320.00, 81.00, 1.41, 186, 4.62, 1, 9, 4.18
10 / 22 / 2021 15: 59: 20, 276.43, scale053.txt, -4320.00, 327.00, 1.34, 176, 16.79, 1, 9, 4.18
10 / 22 / 2021 15: 59: 21, 277.18, scale053.txt, -4320.00, 348.00, 1.34, 176, 17.88, 1, 9, 4.18
10 / 22 / 2021 15: 59: 22, 277.93, scale053.txt, -4320.00, 368.00, 1.34, 176, 18.59, 1, 9, 4.18
10 / 22 / 2021 15: 59: 23, 278.68, scale053.txt, -4320.00, 266.00, 1.15, 139, 13.62, 1, 9, 4.18
10 / 22 / 2021 15: 59: 23, 279.43, scale053.txt, -4320.00, 81.00, 1.41, 191, 4.83, 1, 9, 4.18
10 / 22 / 2021 15: 59: 24, 280.18, scale053.txt, -4320.00, 0.00, 1.54, 192, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 25, 280.93, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 26, 281.68, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 26, 282.43, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 27, 283.18, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 28, 283.94, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 29, 284.68, scale053.txt, -4320.00, 20.00, 1.60, 192, 1.15, 1, 9, 4.18
10 / 22 / 2021 15: 59: 29, 285.43, scale053.txt, -4320.00, 40.00, 1.60, 193, 2.45, 1, 9, 4.19
10 / 22 / 2021 15: 59: 30, 286.19, scale053.txt, -4320.00, 40.00, 1.60, 193, 2.44, 1, 9, 4.18
10 / 22 / 2021 15: 59: 31, 286.95, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.74, 1, 9, 4.18
10 / 22 / 2021 15: 59: 32, 287.70, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.13, 1, 9, 4.18
10 / 22 / 2021 15: 59: 32, 288.45, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 33, 289.20, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 34, 289.95, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 35, 290.70, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 35, 291.45, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 36, 292.20, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 37, 292.95, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 38, 293.70, scale053.txt, -4320.00, 40.00, 1.60, 195, 2.28, 1, 9, 4.18
10 / 22 / 2021 15: 59: 38, 294.45, scale053.txt, -4320.00, 61.00, 1.60, 195, 3.25, 1, 9, 4.18
10 / 22 / 2021 15: 59: 39, 295.20, scale053.txt, -4320.00, 40.00, 1.60, 194, 2.93, 1, 9, 4.18
10 / 22 / 2021 15: 59: 40, 295.96, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 41, 296.71, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 41, 297.46, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 42, 298.21, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 43, 298.95, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 44, 299.70, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 44, 300.46, scale053.txt, -4320.00, 0.00, 1.60, 200, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 45, 301.21, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 1, 9, 4.18
10 / 22 / 2021 15: 59: 46, 301.96, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.02, 1, 9, 4.18
10 / 22 / 2021 15: 59: 47, 302.71, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.03, 1, 9, 4.18
10 / 22 / 2021 15: 59: 47, 303.46, scale053.txt, -4320.00, 0.00, 1.47, 195, 0.05, 1, 9, 4.18
10 / 22 / 2021 15: 59: 48, 304.32, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.08, 1, 10, 4.18
10 / 22 / 2021 15: 59: 49, 305.07, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.00, 1, 10, 4.18
10 / 22 / 2021 15: 59: 50, 305.82, scale053.txt, -4320.00, 0.00, 1.28, 192, 0.00, 1, 10, 4.18
10 / 22 / 2021 15: 59: 50, 306.57, scale053.txt, -4320.00, 266.00, 1.34, 198, 13.46, 1, 10, 4.18
10 / 22 / 2021 15: 59: 51, 307.32, scale053.txt, -4320.00, 122.00, 1.28, 255, 6.23, 1, 10, 4.18
10 / 22 / 2021 15: 59: 52, 308.08, scale053.txt, -4320.00, 20.00, 1.34, 191, 1.50, 1, 10, 4.18
10 / 22 / 2021 15: 59: 53, 308.83, scale053.txt, -4320.00, 20.00, 1.34, 184, 1.90, 1, 10, 4.18
10 / 22 / 2021 15: 59: 53, 309.58, scale053.txt, -4320.00, 204.00, 1.28, 191, 10.21, 1, 10, 4.18
10 / 22 / 2021 15: 59: 54, 310.33, scale053.txt, -4320.00, 184.00, 1.28, 191, 9.66, 1, 10, 4.18
10 / 22 / 2021 15: 59: 55, 311.08, scale053.txt, -4320.00, 327.00, 1.09, 165, 16.94, 1, 10, 4.18
10 / 22 / 2021 15: 59: 56, 311.83, scale053.txt, -4320.00, 0.00, 1.41, 191, 0.00, 1, 10, 4.18
10 / 22 / 2021 15: 59: 56, 312.59, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 1, 10, 4.18
10 / 22 / 2021 15: 59: 57, 313.34, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 1, 10, 4.18
10 / 22 / 2021 15: 59: 58, 314.09, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 1, 10, 4.18
10 / 22 / 2021 15: 59: 59, 314.84, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 1, 10, 4.18
10 / 22 / 2021 15: 59: 59, 315.59, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 1, 10, 4.18
10 / 22 / 2021 16: 00: 00, 316.34, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 1, 10, 4.18
10 / 22 / 2021 16: 00: 01, 317.09, scale053.txt, -4320.00, 40.00, 1.60, 194, 2.25, 1, 10, 4.18
10 / 22 / 2021 16: 00: 02, 317.84, scale053.txt, -4320.00, 204.00, 1.60, 192, 10.29, 1, 10, 4.18
10 / 22 / 2021 16: 00: 02, 318.60, scale053.txt, -4320.00, 225.00, 1.60, 194, 11.37, 1, 10, 4.18
10 / 22 / 2021 16: 00: 03, 319.35, scale053.txt, -4320.00, 245.00, 1.60, 192, 12.42, 1, 10, 4.18
10 / 22 / 2021 16: 00: 04, 320.10, scale053.txt, -4320.00, 327.00, 1.60, 194, 16.59, 1, 10, 4.18
10 / 22 / 2021 16: 00: 05, 320.85, scale053.txt, -4320.00, 389.00, 1.60, 192, 19.24, 1, 10, 4.18
10 / 22 / 2021 16: 00: 05, 321.60, scale053.txt, -4320.00, 409.00, 1.60, 193, 20.81, 1, 10, 4.18
10 / 22 / 2021 16: 00: 06, 322.35, scale053.txt, -4320.00, 450.00, 1.60, 193, 22.27, 1, 10, 4.18
10 / 22 / 2021 16: 00: 07, 323.10, scale053.txt, -4320.00, 409.00, 1.60, 193, 20.57, 1, 10, 4.18
10 / 22 / 2021 16: 00: 08, 323.86, scale053.txt, -4320.00, 450.00, 1.60, 199, 22.49, 1, 10, 4.18
10 / 22 / 2021 16: 00: 08, 324.61, scale053.txt, -4320.00, 491.00, 1.60, 192, 24.11, 1, 10, 4.18
10 / 22 / 2021 16: 00: 09, 325.36, scale053.txt, -4320.00, 511.00, 1.47, 198, 25.95, 1, 10, 4.18
10 / 22 / 2021 16: 00: 10, 326.11, scale053.txt, -4320.00, 491.00, 1.54, 198, 24.23, 1, 10, 4.18
10 / 22 / 2021 16: 00: 11, 326.86, scale053.txt, -4320.00, 511.00, 1.60, 199, 25.34, 1, 10, 4.18
10 / 22 / 2021 16: 00: 11, 327.62, scale053.txt, -4320.00, 491.00, 1.60, 195, 24.50, 1, 10, 4.18
10 / 22 / 2021 16: 00: 12, 328.37, scale053.txt, -4320.00, 491.00, 1.60, 194, 24.38, 1, 10, 4.18
10 / 22 / 2021 16: 00: 13, 329.12, scale053.txt, -4320.00, 491.00, 1.60, 195, 24.79, 1, 10, 4.18
10 / 22 / 2021 16: 00: 14, 329.88, scale053.txt, -4320.00, 491.00, 1.60, 196, 24.90, 1, 10, 4.18
10 / 22 / 2021 16: 00: 15, 330.66, scale053.txt, -4320.00, 450.00, 1.60, 200, 22.79, 1, 10, 4.18
10 / 22 / 2021 16: 00: 15, 331.42, scale053.txt, -4320.00, 491.00, 1.60, 193, 24.15, 1, 10, 4.18
